Sulfur dioxide,Carbon monoxide,Ozone,PM10,Nitrogen oxides,Nitric Oxide,Nitrogen dioxide,Total Hydrocarbon,Non-hydrocarbon,Wind Speed,Wind Direction,Ambient temperature,Rainfall,Methane,PM2.5,Relative humidity,Hourly Wind speed Vectors,Hourly Wind Direction Vectors
1.9,0.32,2.2,4.0,18.9,4.2,14.6,2.04,0.1,0.9,64.0,26.3,0.0,1.95,7.0,82.0,0.9,70.0
1.9,0.28,3.2,4.0,15.2,2.1,13.1,2.14,0.1,0.7,58.0,26.1,0.0,2.04,4.0,83.0,0.7,63.0
1.1,0.24,4.4,16.0,11.6,0.8,10.8,2.18,0.08,0.3,81.0,25.6,0.0,2.1,12.0,86.0,0.6,75.0
0.9,0.24,1.9,12.0,12.3,0.8,11.5,2.41,0.1,0.9,76.0,25.3,0.0,2.31,10.0,87.0,0.5,73.0
0.9,0.23,0.8,12.0,13.2,1.7,11.5,2.49,0.11,0.3,50.0,24.8,0.0,2.38,10.0,89.0,0.5,61.0
0.9,0.22,1.3,12.0,11.9,1.6,10.2,2.38,0.09,0.2,83.0,24.6,0.0,2.29,12.0,88.0,0.3,69.0
1.0,0.25,0.4,12.0,16.6,5.7,10.9,2.49,0.13,0.3,77.0,24.6,0.0,2.36,15.0,88.0,0.2,74.0
0.8,0.41,0.5,12.0,32.8,20.4,12.3,2.77,0.22,0.3,48.0,24.6,0.0,2.54,13.0,88.0,0.2,77.0
1.3,0.77,1.7,20.0,49.0,31.4,17.5,2.93,0.34,0.4,104.0,25.1,0.0,2.59,12.0,87.0,0.3,101.0
1.8,0.86,7.4,32.0,51.3,23.5,27.8,2.8,0.34,1.2,284.0,26.7,0.0,2.46,19.0,81.0,0.4,306.0
1.9,0.41,20.4,39.0,27.5,8.5,19.0,2.27,0.14,2.6,294.0,27.2,0.0,2.14,38.0,82.0,1.7,292.0
1.3,0.42,32.8,85.0,18.8,3.4,15.3,2.15,0.11,2.4,302.0,26.4,0.0,2.04,48.0,86.0,1.5,271.0
1.5,0.42,48.3,70.0,15.3,1.7,13.5,2.13,0.11,2.5,239.0,26.5,0.0,2.02,50.0,85.0,1.5,247.0
1.9,0.4,59.9,50.0,13.1,1.5,11.6,2.1,0.09,1.9,279.0,28.0,0.0,2.0,40.0,78.0,1.0,262.0
1.8,0.36,70.7,49.0,11.6,0.9,10.6,2.06,0.06,2.1,288.0,27.1,0.0,2.0,38.0,81.0,1.7,280.0
1.5,0.34,68.4,50.0,8.1,0.5,7.6,2.02,0.05,1.4,297.0,26.5,0.0,1.98,31.0,82.0,1.1,283.0
1.7,0.4,65.8,48.0,10.8,0.8,9.9,2.12,0.09,0.7,302.0,26.9,0.0,2.02,35.0,80.0,0.6,306.0
2.2,0.52,49.6,57.0,21.7,0.7,21.0,2.27,0.17,1.0,314.0,27.0,0.0,2.1,41.0,81.0,0.7,284.0
1.4,0.59,43.4,60.0,21.1,0.6,20.5,2.31,0.17,1.1,308.0,26.2,0.0,2.14,40.0,87.0,1.1,310.0
1.4,0.83,29.1,59.0,28.0,0.4,27.6,2.5,0.28,1.4,284.0,26.1,0.0,2.23,41.0,87.0,1.0,297.0
1.5,0.56,35.2,61.0,21.8,0.3,21.4,2.31,0.16,1.2,306.0,25.5,0.0,2.16,41.0,90.0,0.9,304.0
2.4,0.44,28.2,48.0,25.1,0.8,24.3,2.18,0.11,0.4,204.0,25.4,0.0,2.06,30.0,89.0,0.6,267.0
2.0,0.36,20.1,30.0,18.1,0.4,17.6,2.1,0.09,0.9,283.0,25.4,0.0,2.0,19.0,90.0,0.6,252.0
2.4,0.25,4.9,18.0,21.1,1.3,19.7,2.06,0.06,0.9,237.0,25.2,0.0,2.0,13.0,92.0,0.7,259.0
2.4,0.23,5.0,21.0,20.6,1.9,18.7,2.04,0.05,0.5,197.0,25.1,0.0,2.0,14.0,92.0,0.4,175.0
1.5,0.19,14.8,26.0,11.1,0.7,10.4,2.04,0.04,1.3,178.0,25.0,0.0,2.0,15.0,92.0,0.4,176.0
1.6,0.25,9.7,49.0,16.3,1.2,15.1,2.11,0.07,1.1,180.0,24.8,0.0,2.04,32.0,94.0,0.7,180.0
1.4,0.28,9.8,64.0,15.0,1.1,13.9,2.14,0.05,1.2,157.0,24.7,0.0,2.09,40.0,94.0,0.8,161.0
1.0,0.28,14.0,52.0,10.2,1.0,9.1,2.14,0.05,0.5,155.0,24.7,0.0,2.09,41.0,94.0,0.5,155.0
0.9,0.31,16.9,61.0,10.9,1.0,9.8,2.19,0.09,1.2,243.0,24.6,0.0,2.1,45.0,94.0,0.7,230.0
1.0,0.37,9.2,53.0,14.8,1.1,13.7,2.25,0.13,0.8,171.0,24.3,0.0,2.13,46.0,96.0,0.4,203.0
1.1,0.42,6.1,67.0,19.5,2.4,17.1,2.29,0.16,0.5,143.0,24.3,0.0,2.14,46.0,96.0,0.5,160.0
0.9,0.52,8.8,63.0,20.2,2.5,17.6,2.29,0.19,0.9,233.0,24.4,0.0,2.11,46.0,95.0,0.4,149.0
1.5,0.41,44.3,44.0,17.9,3.4,14.4,2.16,0.11,1.7,296.0,28.1,0.0,2.04,34.0,79.0,1.3,298.0
1.3,0.28,49.1,32.0,11.9,1.8,10.1,2.02,0.05,1.7,288.0,27.1,0.0,1.98,26.0,83.0,1.5,291.0
1.2,0.28,49.7,24.0,9.5,1.4,8.1,2.02,0.03,1.8,313.0,26.5,0.0,1.99,26.0,85.0,1.6,297.0
1.2,0.32,52.6,36.0,9.9,1.1,8.7,2.02,0.05,1.2,293.0,26.2,0.0,1.98,28.0,87.0,1.5,292.0
1.2,0.3,51.8,42.0,11.4,1.1,10.3,2.02,0.05,0.8,15.0,25.7,0.0,1.98,28.0,89.0,0.7,305.0
1.4,0.35,47.5,41.0,13.9,1.1,12.8,2.04,0.07,1.0,284.0,25.5,0.0,1.98,24.0,89.0,0.6,294.0
1.4,0.56,39.2,46.0,19.4,1.1,18.3,2.2,0.15,1.3,237.0,25.7,0.0,2.04,35.0,89.0,0.6,283.0
1.8,0.54,28.6,43.0,23.8,1.0,22.8,2.2,0.14,0.5,121.0,25.7,0.0,2.06,32.0,89.0,0.9,239.0
1.8,0.44,35.7,47.0,17.5,1.0,16.4,2.09,0.09,0.6,158.0,25.5,0.0,2.0,29.0,89.0,0.7,235.0
1.6,0.42,34.1,54.0,14.8,1.1,13.7,2.09,0.1,0.9,164.0,25.6,0.0,1.99,35.0,89.0,0.2,131.0
1.6,0.54,22.6,47.0,20.0,1.0,18.9,2.29,0.17,0.5,325.0,25.6,0.0,2.13,26.0,89.0,0.4,307.0
1.4,0.44,23.2,43.0,17.9,1.0,16.9,2.31,0.13,0.8,284.0,25.3,0.0,2.18,25.0,91.0,0.5,294.0
1.4,0.37,21.3,48.0,16.5,1.0,15.5,2.31,0.1,0.8,171.0,25.2,0.0,2.22,21.0,92.0,0.7,259.0
1.4,0.37,15.0,51.0,16.4,1.1,15.3,2.22,0.1,0.8,224.0,25.2,0.0,2.12,30.0,92.0,0.3,215.0
2.5,0.27,12.7,57.0,18.8,0.8,18.0,2.21,0.09,1.6,234.0,25.0,0.0,2.12,28.0,93.0,0.8,242.0
1.7,0.19,22.5,46.0,7.8,0.4,7.4,1.98,0.0,0.6,155.0,24.9,0.0,1.98,23.0,94.0,0.5,206.0
1.3,0.18,24.8,40.0,5.6,0.3,5.2,1.97,0.01,0.6,167.0,24.9,0.0,1.96,16.0,93.0,0.2,177.0
1.5,0.17,20.0,32.0,7.5,0.2,7.3,2.02,0.02,0.7,315.0,25.0,0.0,2.0,14.0,94.0,0.3,290.0
1.2,0.11,18.1,15.0,6.4,0.3,6.0,1.91,0.0,1.9,38.0,24.4,0.0,1.92,10.0,95.0,0.8,33.0
1.0,0.14,20.3,23.0,6.0,0.4,5.6,1.92,0.0,0.5,305.0,24.2,0.0,1.93,7.0,95.0,0.5,37.0
1.3,0.16,19.2,23.0,7.0,0.6,6.4,1.94,0.01,1.5,42.0,24.4,0.5,1.93,6.0,94.0,0.7,32.0
1.2,0.16,24.5,17.0,7.0,0.6,6.4,1.93,0.02,2.1,35.0,24.1,0.0,1.91,9.0,94.0,1.5,41.0
1.1,0.17,26.0,21.0,7.7,0.7,6.9,1.95,0.04,3.5,33.0,24.0,0.0,1.91,4.0,93.0,2.2,35.0
1.0,0.17,29.0,10.0,7.9,0.9,6.9,1.96,0.05,3.4,29.0,24.1,0.0,1.91,0.0,91.0,2.7,33.0
1.1,0.18,27.1,9.0,9.0,1.2,7.8,1.94,0.04,4.1,35.0,24.4,0.0,1.9,2.0,89.0,2.5,43.0
1.1,0.15,28.7,6.0,8.4,1.4,7.0,1.91,0.02,4.2,28.0,24.6,0.0,1.89,8.0,86.0,3.4,32.0
1.2,0.15,28.4,10.0,7.4,1.3,6.1,1.9,0.01,3.7,35.0,24.7,0.0,1.89,8.0,86.0,3.0,38.0
1.0,0.14,27.0,7.0,7.2,1.0,6.1,1.9,0.02,4.4,35.0,24.2,0.0,1.88,4.0,88.0,3.7,31.0
1.2,0.14,26.3,12.0,7.7,1.0,6.7,1.91,0.02,3.6,33.0,24.5,0.0,1.89,5.0,86.0,3.1,36.0
1.4,0.16,23.0,7.0,9.5,1.0,8.5,1.93,0.03,3.8,29.0,24.3,0.0,1.9,4.0,86.0,2.9,33.0
1.5,0.19,22.0,6.0,10.2,0.7,9.4,1.94,0.04,2.9,29.0,24.0,0.0,1.9,2.0,87.0,2.8,33.0
1.5,0.17,21.5,4.0,9.4,0.6,8.7,1.92,0.02,3.7,29.0,24.0,0.0,1.9,3.0,88.0,3.3,30.0
0.9,0.15,23.1,4.0,7.7,0.7,7.0,1.92,0.02,4.2,34.0,23.9,0.0,1.9,5.0,87.0,3.3,34.0
1.2,0.14,23.1,3.0,7.6,0.6,7.0,1.9,0.0,2.5,38.0,23.7,0.0,1.9,4.0,89.0,2.5,40.0
1.3,0.14,23.3,3.0,6.8,0.4,6.4,1.91,0.01,3.3,29.0,23.7,0.0,1.9,0.0,89.0,2.5,34.0
1.1,0.14,21.4,6.0,7.3,0.4,6.9,1.89,0.01,2.5,38.0,23.8,0.0,1.88,2.0,89.0,2.6,32.0
1.1,0.11,22.1,4.0,6.5,0.4,6.1,1.87,0.0,3.4,26.0,23.8,0.0,1.87,2.0,90.0,2.9,27.0
1.0,0.1,26.5,0.0,4.9,0.4,4.5,1.87,0.0,3.4,29.0,23.5,0.0,1.87,6.0,91.0,2.9,30.0
1.9,0.18,33.9,8.0,7.2,1.8,5.3,1.94,0.03,3.7,47.0,26.3,0.0,1.91,7.0,75.0,2.9,44.0
1.6,0.19,32.9,5.0,7.9,1.9,5.9,1.94,0.03,4.0,47.0,26.1,0.0,1.91,8.0,75.0,3.0,44.0
1.7,0.18,31.4,9.0,7.9,1.4,6.4,1.93,0.02,4.1,45.0,25.1,0.0,1.91,4.0,79.0,3.3,45.0
1.6,0.19,30.4,12.0,7.6,1.1,6.5,1.93,0.02,3.1,47.0,24.6,0.0,1.91,3.0,80.0,2.9,50.0
1.5,0.23,27.8,16.0,9.4,1.1,8.3,1.98,0.05,3.3,45.0,24.3,0.0,1.93,6.0,82.0,2.9,48.0
1.5,0.25,28.1,15.0,10.8,1.0,9.7,2.02,0.06,3.1,50.0,24.1,0.0,1.96,10.0,83.0,2.7,43.0
1.6,0.23,32.0,18.0,9.4,1.0,8.4,1.98,0.03,3.6,40.0,23.9,0.0,1.95,7.0,83.0,2.8,49.0
1.6,0.2,35.8,16.0,7.3,0.8,6.5,1.96,0.02,4.3,53.0,23.8,0.0,1.94,7.0,83.0,3.2,49.0
1.7,0.2,38.1,21.0,6.2,0.8,5.3,1.94,0.0,4.4,44.0,23.7,0.0,1.94,11.0,83.0,3.4,46.0
1.4,0.22,35.9,8.0,6.5,0.9,5.5,1.98,0.02,3.5,43.0,23.1,0.0,1.96,7.0,87.0,3.0,44.0
1.5,0.24,36.4,8.0,7.2,0.8,6.3,2.0,0.02,4.2,45.0,22.9,0.0,1.98,11.0,87.0,3.1,42.0
1.3,0.31,39.9,19.0,5.5,0.7,4.7,2.0,0.01,4.9,31.0,22.4,0.0,2.0,9.0,89.0,3.4,39.0
0.7,0.23,41.6,13.0,3.9,0.5,3.4,1.96,0.0,4.4,43.0,21.7,0.0,1.96,8.0,88.0,4.1,33.0
0.7,0.2,41.7,21.0,3.3,0.0,3.2,1.95,0.0,4.7,37.0,21.6,0.0,1.96,8.0,86.0,3.8,36.0
0.8,0.19,40.4,24.0,4.0,0.2,3.8,1.95,0.0,4.7,49.0,21.3,0.0,1.95,12.0,84.0,3.7,42.0
0.8,0.18,40.3,20.0,4.2,0.2,3.9,1.94,0.0,5.0,53.0,21.2,0.0,1.94,9.0,82.0,4.2,48.0
0.8,0.18,40.2,19.0,4.3,0.3,3.9,1.94,0.0,5.1,47.0,21.0,0.0,1.94,4.0,82.0,4.2,50.0
0.7,0.18,37.6,15.0,5.6,0.4,5.2,1.94,0.01,5.2,52.0,20.7,0.0,1.93,5.0,82.0,4.4,49.0
0.9,0.24,33.1,18.0,9.7,1.0,8.6,1.99,0.04,4.5,49.0,20.9,0.0,1.95,7.0,80.0,4.0,51.0
0.8,0.3,30.5,18.0,13.8,1.9,11.8,2.02,0.06,4.4,33.0,21.5,0.0,1.97,8.0,79.0,3.7,38.0
1.1,0.26,33.3,28.0,14.8,2.3,12.4,2.02,0.07,4.7,33.0,22.0,0.0,1.96,8.0,76.0,4.0,32.0
1.2,0.24,35.1,35.0,13.8,2.7,11.0,2.02,0.07,6.2,51.0,23.0,0.0,1.95,9.0,71.0,4.4,40.0
1.0,0.23,36.7,26.0,11.4,2.0,9.3,2.0,0.06,5.6,49.0,22.9,0.0,1.94,7.0,70.0,5.1,48.0
1.1,0.22,37.0,25.0,10.4,1.4,8.9,2.0,0.06,5.9,50.0,22.2,0.0,1.94,6.0,72.0,4.7,45.0
0.9,0.21,36.4,17.0,9.5,1.0,8.5,1.99,0.05,4.6,38.0,21.7,0.0,1.94,8.0,74.0,4.2,45.0
0.9,0.22,32.2,17.0,12.4,1.4,10.9,2.04,0.08,4.0,32.0,21.3,0.0,1.96,8.0,77.0,3.5,35.0
1.0,0.22,31.5,18.0,12.7,1.1,11.5,2.04,0.08,4.1,33.0,21.0,0.0,1.96,6.0,77.0,3.6,34.0
0.9,0.24,31.4,15.0,13.0,0.7,12.3,2.02,0.08,3.7,41.0,20.9,0.0,1.95,6.0,77.0,3.4,42.0
1.0,0.26,29.7,15.0,13.4,0.7,12.7,2.04,0.09,3.4,37.0,20.1,0.0,1.95,6.0,83.0,3.2,39.0
1.0,0.28,29.3,13.0,13.3,0.7,12.5,2.04,0.09,4.7,41.0,19.6,0.5,1.95,4.0,85.0,3.4,47.0
0.9,0.25,32.1,9.0,11.2,0.5,10.6,2.0,0.06,4.1,34.0,19.4,0.5,1.94,5.0,86.0,3.7,46.0
0.9,0.23,33.4,9.0,9.9,0.5,9.3,1.98,0.04,4.5,48.0,19.3,0.5,1.94,4.0,85.0,3.7,45.0
0.9,0.21,34.8,10.0,8.2,0.5,7.7,1.96,0.02,5.0,44.0,19.6,0.0,1.94,11.0,83.0,3.9,48.0
0.9,0.2,36.8,11.0,6.6,0.4,6.1,1.96,0.02,5.5,49.0,19.6,0.0,1.94,7.0,82.0,3.9,46.0
0.9,0.19,37.4,12.0,6.1,0.4,5.7,1.96,0.02,5.5,37.0,19.7,0.0,1.94,6.0,82.0,4.2,44.0
0.9,0.18,38.4,12.0,5.5,0.3,5.1,1.95,0.01,5.4,34.0,19.8,0.0,1.94,6.0,81.0,4.2,36.0
1.0,0.18,38.2,14.0,5.4,0.6,4.7,1.95,0.01,5.3,42.0,19.8,0.0,1.94,7.0,82.0,4.1,39.0
1.1,0.17,38.3,12.0,4.5,0.4,4.0,1.95,0.0,5.4,33.0,19.9,0.0,1.95,5.0,81.0,4.6,38.0
1.3,0.16,37.9,9.0,4.5,0.5,4.0,1.95,0.01,4.6,48.0,20.1,0.0,1.94,4.0,81.0,3.9,46.0
1.0,0.16,39.2,4.0,4.2,0.5,3.6,1.93,0.0,4.8,36.0,20.3,0.0,1.93,2.0,80.0,4.0,46.0
1.0,0.16,38.7,2.0,4.4,0.5,3.9,1.95,0.01,5.4,40.0,20.2,0.0,1.94,3.0,82.0,4.1,42.0
1.0,0.18,37.5,6.0,5.8,0.7,5.1,1.96,0.02,4.7,35.0,20.3,0.0,1.94,5.0,81.0,3.7,36.0
0.9,0.23,35.2,12.0,8.0,0.7,7.3,1.97,0.03,4.1,48.0,20.5,0.0,1.94,4.0,80.0,3.8,48.0
1.0,0.26,33.2,12.0,10.6,1.2,9.4,2.0,0.05,4.7,54.0,20.8,0.0,1.95,6.0,80.0,3.1,47.0
1.1,0.24,34.2,14.0,11.7,1.7,10.0,1.99,0.04,4.8,48.0,21.3,0.0,1.95,6.0,77.0,3.9,47.0
1.2,0.23,34.3,15.0,11.8,1.8,10.0,2.02,0.07,3.3,45.0,21.7,0.0,1.95,5.0,77.0,3.1,47.0
1.8,0.21,33.0,10.0,12.6,1.8,10.8,2.02,0.07,4.1,48.0,21.4,0.0,1.95,2.0,80.0,3.4,40.0
1.9,0.21,32.9,16.0,12.5,1.5,11.0,2.0,0.06,3.7,38.0,21.3,0.0,1.95,3.0,78.0,3.2,45.0
2.0,0.22,32.0,16.0,13.2,1.3,11.9,2.02,0.07,4.1,41.0,21.1,0.0,1.95,2.0,79.0,3.1,41.0
1.8,0.25,32.5,11.0,12.2,0.9,11.2,2.02,0.07,3.4,40.0,20.9,0.0,1.96,3.0,79.0,3.0,44.0
1.7,0.28,33.0,8.0,11.5,0.8,10.6,2.02,0.07,4.1,35.0,20.7,0.0,1.96,3.0,81.0,3.1,44.0
1.8,0.26,33.7,9.0,10.1,0.6,9.4,2.02,0.07,3.7,34.0,20.8,0.0,1.96,4.0,80.0,2.8,38.0
1.9,0.22,34.9,5.0,10.3,0.8,9.5,2.0,0.05,3.7,33.0,20.7,0.0,1.95,4.0,82.0,3.2,38.0
1.9,0.22,34.5,6.0,9.6,0.7,8.8,1.99,0.04,3.8,29.0,20.4,0.0,1.95,3.0,84.0,3.0,32.0
1.4,0.2,36.4,4.0,8.2,0.7,7.5,1.98,0.02,3.2,43.0,20.2,0.0,1.96,2.0,85.0,2.5,35.0
1.5,0.2,36.6,4.0,7.3,0.5,6.8,1.99,0.03,3.0,37.0,20.3,0.0,1.96,5.0,85.0,2.8,38.0
1.8,0.19,35.7,4.0,7.5,0.5,6.9,1.98,0.02,2.9,31.0,20.4,0.0,1.96,4.0,86.0,2.6,31.0
1.2,0.16,36.9,3.0,5.7,0.6,5.1,1.97,0.01,3.1,34.0,20.5,0.0,1.96,0.0,86.0,2.2,34.0
1.3,0.16,37.1,5.0,5.2,0.7,4.5,1.99,0.02,3.3,43.0,20.6,0.0,1.97,1.0,86.0,2.4,46.0
1.0,0.16,36.8,3.0,4.7,0.7,4.0,1.98,0.02,2.8,44.0,20.7,0.0,1.96,1.0,86.0,2.2,42.0
1.0,0.16,36.2,3.0,5.0,0.7,4.2,1.99,0.02,2.5,32.0,20.7,0.0,1.97,0.0,87.0,2.3,38.0
1.1,0.16,35.5,4.0,5.4,0.8,4.5,1.98,0.02,3.3,32.0,20.8,0.0,1.96,0.0,87.0,2.3,36.0
1.1,0.18,34.6,7.0,6.9,0.7,6.2,1.98,0.03,2.8,37.0,20.9,0.0,1.95,0.0,87.0,2.3,34.0
1.1,0.23,34.0,9.0,8.3,0.7,7.5,1.98,0.03,3.6,30.0,21.1,0.0,1.95,2.0,87.0,3.0,33.0
1.1,0.25,32.5,7.0,10.2,1.2,9.0,1.99,0.04,3.3,36.0,21.3,0.0,1.95,5.0,87.0,2.8,30.0
1.1,0.26,30.9,8.0,12.0,1.4,10.5,2.02,0.06,3.3,31.0,21.8,0.0,1.96,6.0,85.0,2.9,38.0
1.3,0.25,30.7,10.0,14.3,2.6,11.6,2.04,0.08,4.1,31.0,22.4,0.0,1.96,7.0,83.0,3.0,37.0
1.3,0.25,34.3,11.0,12.6,2.5,10.0,2.04,0.08,3.4,35.0,23.3,0.0,1.96,6.0,79.0,3.0,37.0
1.5,0.24,35.9,7.0,11.9,2.3,9.6,2.02,0.08,4.0,33.0,24.1,0.0,1.95,4.0,75.0,3.2,42.0
1.9,0.22,36.3,7.0,11.7,2.1,9.5,2.02,0.07,4.0,30.0,23.3,0.0,1.95,4.0,80.0,3.3,32.0
1.9,0.22,35.7,12.0,10.7,1.7,9.0,2.02,0.08,3.7,27.0,22.7,0.0,1.95,5.0,82.0,3.0,29.0
1.9,0.22,34.7,14.0,11.0,1.5,9.5,2.0,0.07,3.4,30.0,22.3,0.0,1.94,5.0,84.0,3.2,31.0
1.4,0.23,33.4,10.0,11.6,1.0,10.5,2.0,0.06,3.6,38.0,21.9,0.0,1.95,6.0,85.0,2.9,33.0
1.3,0.26,32.9,16.0,12.0,1.0,11.0,2.02,0.07,3.6,25.0,21.7,0.0,1.95,8.0,85.0,2.9,29.0
1.3,0.25,34.7,13.0,10.6,1.0,9.6,1.99,0.05,3.9,32.0,21.5,0.0,1.94,7.0,86.0,3.3,30.0
1.2,0.23,35.8,8.0,9.7,0.8,8.8,2.0,0.05,4.4,31.0,21.4,0.0,1.95,6.0,87.0,3.1,38.0
1.0,0.22,35.5,9.0,9.4,0.7,8.7,1.98,0.04,3.5,30.0,21.3,0.0,1.94,4.0,87.0,3.0,33.0
1.1,0.22,36.1,7.0,8.6,0.8,7.7,1.99,0.04,3.8,32.0,21.2,0.0,1.95,0.0,88.0,3.0,32.0
1.1,0.2,36.8,8.0,6.9,0.7,6.2,1.97,0.02,3.5,37.0,21.1,0.0,1.95,1.0,87.0,3.2,30.0
1.1,0.18,38.0,11.0,5.6,0.7,4.8,1.97,0.02,3.1,38.0,21.2,0.0,1.95,2.0,87.0,3.1,32.0
0.9,0.17,39.8,7.0,4.0,0.6,3.4,1.95,0.01,5.1,28.0,21.0,0.0,1.94,5.0,86.0,3.5,33.0
1.0,0.17,40.2,5.0,5.2,0.9,4.3,1.94,0.01,3.6,33.0,21.0,0.0,1.93,1.0,85.0,3.5,32.0
0.8,0.16,41.5,6.0,4.5,0.5,3.9,1.95,0.0,4.3,36.0,20.7,0.0,1.95,0.0,87.0,3.1,34.0
1.0,0.16,42.4,4.0,3.9,0.7,3.2,1.96,0.01,3.3,34.0,20.7,0.0,1.95,3.0,86.0,3.2,33.0
1.2,0.17,40.5,4.0,4.3,0.6,3.6,1.97,0.02,3.0,30.0,20.7,0.0,1.95,5.0,87.0,2.7,35.0
1.2,0.17,38.0,5.0,5.5,0.6,4.8,1.96,0.02,3.7,24.0,20.7,0.0,1.94,5.0,86.0,3.4,29.0
0.8,0.18,37.2,5.0,6.1,0.6,5.4,1.94,0.01,5.7,28.0,20.7,0.0,1.93,3.0,86.0,3.8,30.0
1.2,0.22,33.9,9.0,9.1,0.8,8.2,1.96,0.03,4.4,28.0,20.8,0.0,1.93,1.0,86.0,3.4,30.0
1.2,0.22,32.8,11.0,10.2,0.9,9.2,1.96,0.03,4.3,30.0,20.2,0.5,1.93,2.0,89.0,3.6,29.0
0.9,0.2,32.7,6.0,10.2,1.2,9.0,1.97,0.04,3.6,37.0,19.7,3.0,1.93,3.0,92.0,3.3,36.0
1.1,0.21,30.5,6.0,13.0,1.5,11.5,2.0,0.06,3.3,37.0,19.6,0.5,1.94,1.0,92.0,2.8,32.0
1.1,0.2,33.9,6.0,11.2,1.9,9.3,1.99,0.05,3.7,26.0,20.2,0.0,1.94,0.0,89.0,2.8,40.0
1.1,0.21,34.0,4.0,9.9,1.5,8.3,1.98,0.04,4.3,31.0,20.0,0.5,1.94,0.0,86.0,4.0,31.0
1.4,0.2,34.7,6.0,10.7,1.8,8.9,1.98,0.04,4.8,27.0,20.2,0.0,1.94,1.0,85.0,3.5,30.0
1.2,0.2,34.7,5.0,9.3,1.6,7.7,1.99,0.04,3.8,36.0,20.6,0.0,1.95,2.0,83.0,3.0,33.0
1.2,0.21,32.6,8.0,11.1,1.7,9.4,1.99,0.05,4.7,35.0,20.4,0.0,1.94,0.0,84.0,3.3,40.0
1.1,0.22,31.5,5.0,11.4,1.2,10.2,1.99,0.05,3.7,45.0,19.9,0.0,1.94,1.0,85.0,3.6,44.0
1.2,0.28,28.5,9.0,12.6,0.9,11.6,2.04,0.09,3.4,34.0,19.6,0.0,1.96,5.0,88.0,2.9,35.0
1.2,0.3,27.5,7.0,13.9,0.7,13.1,2.06,0.1,3.7,42.0,19.4,0.0,1.97,4.0,88.0,3.2,31.0
1.1,0.28,30.1,4.0,12.3,0.7,11.5,2.04,0.07,3.5,35.0,19.6,0.0,1.97,3.0,87.0,3.0,36.0
1.0,0.3,29.0,7.0,12.3,0.7,11.6,2.04,0.08,3.1,34.0,19.7,0.0,1.97,2.0,86.0,2.6,38.0
1.3,0.32,25.9,7.0,15.0,0.8,14.1,2.08,0.09,3.9,38.0,19.6,0.0,1.99,2.0,86.0,3.0,39.0
1.3,0.28,29.3,6.0,12.3,0.9,11.4,2.04,0.06,4.4,30.0,19.6,0.0,1.98,4.0,86.0,3.1,36.0
1.1,0.25,31.5,6.0,9.2,0.7,8.5,2.02,0.05,2.9,31.0,19.5,0.0,1.98,6.0,87.0,2.7,33.0
1.1,0.23,32.8,4.0,7.8,0.6,7.1,2.02,0.04,3.6,24.0,19.5,0.0,1.98,9.0,86.0,3.1,30.0
1.5,0.22,33.5,3.0,6.9,0.7,6.1,2.0,0.03,3.7,25.0,19.5,0.0,1.98,5.0,86.0,3.2,30.0
1.4,0.22,33.1,6.0,6.8,0.5,6.2,2.02,0.02,3.9,32.0,19.5,0.0,2.0,4.0,86.0,3.2,31.0
1.4,0.22,34.2,11.0,5.9,0.5,5.4,2.02,0.03,4.5,34.0,19.4,0.0,2.0,3.0,85.0,3.1,33.0
1.4,0.23,33.9,6.0,6.1,0.4,5.7,2.04,0.03,3.6,31.0,19.4,0.0,2.0,1.0,86.0,3.3,30.0
1.3,0.24,34.3,3.0,6.4,0.6,5.7,2.04,0.04,3.3,32.0,19.6,0.0,2.0,4.0,85.0,3.1,34.0
1.6,0.26,33.2,8.0,8.0,0.8,7.1,2.04,0.04,3.7,32.0,19.7,0.0,2.0,5.0,83.0,3.0,36.0
1.7,0.32,29.9,9.0,11.5,1.2,10.2,2.06,0.06,4.1,21.0,20.0,0.0,2.0,7.0,83.0,3.3,29.0
1.6,0.34,29.1,11.0,13.7,1.8,11.9,2.06,0.07,3.6,30.0,20.5,0.0,2.0,11.0,81.0,3.3,29.0
1.6,0.31,32.0,14.0,14.8,2.9,11.8,2.06,0.08,4.1,39.0,21.5,0.0,1.99,10.0,77.0,3.5,29.0
1.8,0.3,37.0,16.0,14.4,3.2,11.1,2.04,0.07,4.3,42.0,22.6,0.0,1.98,7.0,70.0,3.4,40.0
2.0,0.27,41.2,17.0,11.5,2.3,9.2,2.02,0.06,4.2,27.0,22.7,0.0,1.97,5.0,68.0,3.9,33.0
1.9,0.26,43.7,15.0,10.3,2.1,8.2,2.0,0.05,5.0,37.0,23.3,0.0,1.96,7.0,66.0,3.8,33.0
2.1,0.24,44.7,16.0,9.3,1.8,7.5,2.04,0.09,4.4,46.0,23.0,0.0,1.96,7.0,66.0,3.9,45.0
2.0,0.25,41.0,19.0,10.8,1.6,9.2,2.02,0.07,3.8,52.0,22.5,0.0,1.96,8.0,68.0,3.4,45.0
1.7,0.26,37.8,20.0,13.2,1.7,11.4,2.06,0.09,4.4,47.0,21.9,0.0,1.97,10.0,71.0,3.0,39.0
1.7,0.26,40.4,21.0,11.8,1.1,10.7,2.02,0.07,5.2,45.0,21.3,0.0,1.96,8.0,72.0,3.7,43.0
