Sulfur dioxide,Carbon monoxide,Ozone,PM10,Nitrogen oxides,Nitric Oxide,Nitrogen dioxide,Total Hydrocarbon,Non-hydrocarbon,Wind Speed,Wind Direction,Ambient temperature,Rainfall,Methane,PM2.5,Relative humidity,Hourly Wind speed Vectors,Hourly Wind Direction Vectors
1.5,0.24,28.0,11.0,13.8,0.9,12.0,2.04,0.08,2.8,44.0,14.2,0.0,1.96,4.0,74.0,2.9,44.0
1.5,0.26,29.0,9.0,12.6,0.6,12.0,2.06,0.09,2.7,41.0,14.6,0.0,1.97,3.0,70.0,2.1,41.0
2.4,0.27,28.0,6.0,13.1,0.6,12.0,2.09,0.11,3.1,34.0,14.6,0.0,1.98,7.0,71.0,2.8,29.0
2.6,0.25,28.0,6.0,13.3,0.3,13.0,2.06,0.09,2.4,52.0,14.6,0.0,1.97,5.0,74.0,2.3,33.0
2.7,0.26,27.0,9.0,14.5,0.4,14.0,2.06,0.09,2.3,28.0,14.8,0.0,1.97,7.0,75.0,1.7,39.0
3.0,0.22,27.0,6.0,13.4,0.4,12.0,2.04,0.07,2.5,34.0,14.6,0.0,1.97,7.0,78.0,1.8,32.0
2.8,0.18,30.0,5.0,11.1,0.2,10.0,2.0,0.05,3.0,30.0,14.4,0.0,1.96,5.0,84.0,2.3,31.0
2.5,0.15,35.0,6.0,6.7,0.4,6.0,1.99,0.04,3.1,32.0,14.5,0.0,1.95,5.0,84.0,2.2,45.0
1.0,0.16,37.0,6.0,6.0,0.3,5.0,1.98,0.02,3.0,39.0,14.6,0.0,1.96,4.0,84.0,2.1,34.0
1.2,0.16,38.0,5.0,4.8,0.1,4.0,1.97,0.01,2.3,38.0,14.6,0.0,1.96,7.0,84.0,1.8,37.0
1.4,0.16,38.0,10.0,4.7,0.1,4.0,1.99,0.03,1.7,41.0,14.8,0.0,1.96,5.0,82.0,1.7,43.0
1.5,0.16,37.0,16.0,5.6,0.2,5.0,1.98,0.02,2.1,51.0,14.8,0.0,1.96,3.0,84.0,1.8,43.0
1.2,0.16,37.0,7.0,5.4,0.1,5.0,1.98,0.02,2.1,52.0,14.5,0.0,1.96,5.0,86.0,2.0,41.0
1.3,0.19,34.0,7.0,7.2,0.3,6.0,1.98,0.02,1.8,39.0,14.5,0.0,1.96,8.0,84.0,2.0,48.0
1.2,0.26,30.0,10.0,12.0,0.6,11.0,2.02,0.06,3.3,36.0,15.0,0.0,1.97,6.0,79.0,2.3,34.0
1.3,0.25,32.0,16.0,12.1,1.5,10.0,1.99,0.05,3.6,30.0,15.8,0.0,1.94,4.0,77.0,2.7,32.0
1.3,0.22,34.0,17.0,11.3,1.5,9.0,1.97,0.04,3.4,52.0,16.6,0.0,1.93,7.0,73.0,2.8,43.0
0.9,0.22,34.0,16.0,12.2,1.4,10.0,1.98,0.04,2.9,39.0,17.0,0.0,1.94,7.0,73.0,2.7,37.0
0.9,0.21,36.0,12.0,11.0,1.2,9.0,1.99,0.05,3.2,50.0,17.4,0.0,1.94,4.0,72.0,2.9,40.0
1.0,0.22,37.0,12.0,10.5,1.1,9.0,1.99,0.05,3.5,32.0,17.7,0.0,1.94,6.0,71.0,3.1,30.0
0.9,0.21,36.0,15.0,11.4,1.1,10.0,1.99,0.05,4.1,33.0,18.0,0.0,1.94,6.0,70.0,2.8,34.0
1.0,0.2,38.0,10.0,10.2,0.6,9.0,1.99,0.05,3.2,37.0,18.0,0.0,1.94,4.0,70.0,2.8,34.0
0.7,0.2,37.0,15.0,11.6,0.7,10.0,1.98,0.05,3.0,46.0,17.6,0.0,1.93,7.0,73.0,2.8,35.0
0.4,0.22,35.0,15.0,12.7,0.5,12.0,1.99,0.05,3.1,37.0,17.2,0.0,1.94,6.0,77.0,2.8,31.0
0.7,0.27,34.0,15.0,14.6,0.4,14.0,2.02,0.07,3.1,38.0,17.2,0.0,1.95,4.0,75.0,2.2,38.0
0.0,0.26,38.0,15.0,11.2,0.2,11.0,2.0,0.06,2.7,18.0,17.2,0.0,1.95,6.0,77.0,2.2,34.0
0.0,0.26,35.0,19.0,12.4,0.3,12.0,2.02,0.06,2.2,45.0,17.3,0.0,1.96,7.0,78.0,1.8,50.0
0.0,0.25,33.0,19.0,13.0,0.3,12.0,2.02,0.05,2.1,57.0,17.2,0.0,1.98,6.0,79.0,1.5,49.0
0.5,0.26,33.0,15.0,12.9,0.3,12.0,2.04,0.06,1.3,42.0,17.3,0.0,1.98,3.0,81.0,1.4,41.0
0.5,0.26,30.0,17.0,12.6,0.2,12.0,2.06,0.07,1.5,38.0,17.3,0.0,2.0,4.0,82.0,1.3,46.0
0.4,0.26,27.0,11.0,13.3,0.2,13.0,2.09,0.08,1.2,36.0,17.4,0.0,2.0,3.0,82.0,1.4,32.0
0.4,0.23,28.0,12.0,14.4,0.1,14.0,2.04,0.07,1.8,27.0,17.3,0.0,1.98,14.0,84.0,1.7,29.0
1.5,0.19,29.0,10.0,14.1,0.8,13.0,2.0,0.03,1.6,55.0,17.3,0.0,1.98,6.0,84.0,1.6,38.0
1.2,0.18,31.0,7.0,12.6,0.8,11.0,2.02,0.02,1.7,45.0,17.3,0.0,2.0,0.0,85.0,1.6,46.0
0.9,0.16,39.0,12.0,6.3,0.7,5.0,1.98,0.02,2.7,29.0,17.2,0.0,1.96,5.0,87.0,2.0,30.0
0.9,0.16,39.0,13.0,5.6,0.8,4.0,1.97,0.03,2.7,35.0,16.8,0.0,1.94,6.0,89.0,2.6,33.0
1.1,0.16,42.0,7.0,4.4,0.7,3.0,1.98,0.03,3.0,36.0,16.2,0.0,1.95,4.0,92.0,2.9,32.0
1.0,0.18,41.0,12.0,5.4,0.9,4.0,1.98,0.03,2.8,36.0,15.9,0.0,1.95,2.0,90.0,2.4,32.0
1.4,0.2,39.0,14.0,7.7,1.0,6.0,1.98,0.04,2.1,50.0,16.1,0.0,1.94,3.0,85.0,2.2,40.0
2.1,0.23,35.0,20.0,11.0,1.3,9.0,2.0,0.05,2.7,52.0,16.8,0.0,1.96,5.0,80.0,2.0,46.0
1.8,0.23,34.0,13.0,12.2,1.6,10.0,1.98,0.04,3.0,31.0,17.0,0.0,1.94,4.0,82.0,2.6,33.0
1.7,0.26,33.0,17.0,12.9,1.7,11.0,2.0,0.05,3.5,44.0,17.0,0.0,1.95,5.0,81.0,2.7,36.0
1.3,0.26,35.0,28.0,11.8,1.6,10.0,2.0,0.06,4.0,42.0,16.8,0.0,1.95,12.0,79.0,3.4,34.0
1.1,0.28,34.0,36.0,11.9,1.4,10.0,2.04,0.08,3.7,33.0,16.2,0.0,1.97,18.0,78.0,3.0,34.0
0.9,0.28,37.0,39.0,13.0,1.6,11.0,2.04,0.08,3.2,50.0,16.2,0.0,1.97,19.0,74.0,3.1,36.0
1.2,0.28,40.0,44.0,13.6,1.6,11.0,2.04,0.08,4.1,30.0,16.4,0.0,1.97,21.0,70.0,3.2,36.0
1.1,0.28,43.0,41.0,12.1,1.2,10.0,2.02,0.07,4.7,30.0,16.0,0.0,1.96,22.0,68.0,4.2,32.0
1.4,0.33,44.0,45.0,12.9,1.1,11.0,2.04,0.07,3.7,50.0,15.6,0.0,1.98,22.0,68.0,3.4,45.0
1.8,0.41,44.0,55.0,13.8,1.0,12.0,2.08,0.08,4.1,42.0,15.4,0.0,2.0,26.0,71.0,3.8,34.0
1.8,0.42,47.0,60.0,13.6,1.0,12.0,2.09,0.08,5.1,37.0,15.1,0.0,2.0,34.0,69.0,3.8,41.0
1.7,0.39,50.0,61.0,12.4,0.8,11.0,2.1,0.08,4.3,38.0,15.0,0.0,2.02,34.0,64.0,3.7,35.0
1.8,0.36,51.0,57.0,11.2,0.9,10.0,2.09,0.06,4.3,52.0,14.5,0.0,2.02,26.0,64.0,3.7,44.0
2.0,0.36,49.0,51.0,9.5,1.0,8.0,2.08,0.06,4.7,51.0,14.2,0.0,2.02,27.0,64.0,3.6,47.0
2.4,0.35,48.0,48.0,9.1,0.8,8.0,2.08,0.06,3.7,46.0,14.0,0.0,2.02,30.0,66.0,3.6,48.0
2.5,0.35,44.0,43.0,8.9,0.9,8.0,2.08,0.05,4.1,59.0,14.0,0.0,2.02,33.0,65.0,3.5,51.0
2.6,0.37,40.0,48.0,9.9,0.8,9.0,2.09,0.05,3.8,47.0,14.0,0.0,2.04,28.0,65.0,3.5,47.0
2.2,0.32,42.0,44.0,7.9,0.3,7.0,2.08,0.05,4.3,44.0,14.1,0.0,2.02,23.0,63.0,3.1,46.0
1.5,0.36,40.0,63.0,7.5,0.4,7.0,2.09,0.04,3.4,37.0,13.9,0.0,2.04,32.0,65.0,3.0,44.0
1.5,0.38,38.0,67.0,8.3,0.4,7.0,2.11,0.06,3.8,50.0,13.9,0.0,2.04,31.0,65.0,2.8,47.0
2.0,0.34,36.0,59.0,8.3,0.6,7.0,2.09,0.06,4.0,51.0,13.8,0.0,2.02,29.0,65.0,3.2,49.0
1.6,0.32,34.0,58.0,8.1,0.6,7.0,2.06,0.05,4.3,44.0,13.8,0.0,2.02,25.0,64.0,2.9,45.0
1.4,0.33,33.0,59.0,8.3,0.7,7.0,2.06,0.05,4.1,36.0,13.7,0.0,2.0,29.0,65.0,3.2,35.0
1.8,0.38,31.0,62.0,9.1,0.8,8.0,2.06,0.06,4.2,34.0,13.5,0.0,2.0,32.0,66.0,3.9,31.0
1.7,0.4,30.0,64.0,10.5,0.9,9.0,2.06,0.06,4.7,33.0,13.5,0.0,2.0,29.0,66.0,4.0,31.0
1.9,0.4,29.0,63.0,11.4,1.1,10.0,2.08,0.07,4.7,31.0,13.3,0.0,2.0,30.0,66.0,4.2,33.0
1.6,0.4,31.0,70.0,11.7,1.4,10.0,2.09,0.07,4.8,24.0,13.2,0.0,2.02,38.0,65.0,3.7,38.0
1.5,0.35,36.0,51.0,9.8,1.6,8.0,2.06,0.06,4.9,54.0,14.1,0.0,2.0,23.0,59.0,3.9,47.0
1.8,0.33,40.0,44.0,8.3,1.4,6.0,2.04,0.05,5.1,20.0,14.8,0.0,1.99,20.0,56.0,3.9,32.0
1.9,0.33,41.0,43.0,8.8,1.4,7.0,2.02,0.05,5.5,50.0,15.0,0.0,1.98,20.0,58.0,4.1,42.0
1.9,0.32,41.0,44.0,9.2,1.1,8.0,2.02,0.05,4.4,41.0,14.8,0.0,1.98,22.0,60.0,3.7,44.0
1.8,0.33,41.0,37.0,10.0,1.2,8.0,2.04,0.05,3.9,52.0,15.0,0.0,1.99,17.0,59.0,3.4,44.0
1.5,0.33,41.0,35.0,10.4,1.0,9.0,2.04,0.06,4.6,44.0,15.1,0.0,1.99,16.0,58.0,3.3,42.0
1.0,0.35,38.0,38.0,11.6,0.7,10.0,2.06,0.07,3.4,41.0,14.7,0.0,2.0,20.0,62.0,3.0,34.0
1.4,0.34,36.0,37.0,12.1,0.6,11.0,2.08,0.08,4.0,49.0,14.7,0.0,2.0,16.0,64.0,3.1,41.0
1.4,0.28,38.0,26.0,10.7,0.6,10.0,2.02,0.05,4.4,45.0,14.7,0.0,1.98,11.0,67.0,3.3,47.0
1.3,0.25,39.0,18.0,7.8,0.4,7.0,1.99,0.03,5.0,42.0,14.8,0.0,1.96,9.0,69.0,3.6,46.0
1.1,0.24,38.0,14.0,7.7,0.5,7.0,1.99,0.03,4.3,32.0,14.8,0.0,1.96,6.0,70.0,3.4,34.0
0.9,0.22,38.0,10.0,7.7,0.4,7.0,1.99,0.03,4.4,28.0,14.8,0.0,1.96,9.0,69.0,3.8,31.0
1.1,0.2,39.0,7.0,6.9,0.5,6.0,1.98,0.02,3.0,38.0,14.9,0.0,1.96,5.0,67.0,3.0,36.0
1.2,0.18,39.0,8.0,5.9,0.5,5.0,1.98,0.03,3.8,33.0,15.0,0.0,1.95,6.0,67.0,3.1,34.0
1.8,0.16,40.0,12.0,5.2,0.4,4.0,1.97,0.02,3.2,48.0,15.2,0.0,1.95,7.0,68.0,2.8,40.0
1.4,0.15,40.0,7.0,4.4,0.4,4.0,1.97,0.02,3.7,24.0,15.3,0.0,1.95,5.0,69.0,3.0,33.0
1.2,0.15,39.0,9.0,4.7,0.5,4.0,1.97,0.02,3.0,31.0,15.4,0.0,1.95,3.0,68.0,2.7,34.0
0.9,0.14,39.0,7.0,5.0,0.5,4.0,1.98,0.02,3.4,41.0,15.6,0.0,1.96,5.0,68.0,2.8,41.0
0.9,0.15,37.0,12.0,5.4,0.4,5.0,1.98,0.02,2.7,39.0,15.6,0.0,1.96,6.0,69.0,2.4,42.0
1.4,0.17,35.0,8.0,7.5,0.6,6.0,2.0,0.03,2.9,52.0,15.6,0.0,1.97,3.0,70.0,2.6,42.0
1.2,0.23,31.0,11.0,11.6,0.9,10.0,2.0,0.04,2.7,46.0,16.0,0.0,1.97,1.0,69.0,2.5,48.0
1.1,0.27,29.0,16.0,14.3,1.4,12.0,2.04,0.07,2.9,32.0,16.7,0.0,1.97,4.0,67.0,2.2,34.0
0.8,0.25,30.0,17.0,15.1,1.8,13.0,2.02,0.08,2.9,39.0,17.5,0.0,1.95,3.0,64.0,2.4,42.0
0.8,0.24,30.0,17.0,14.7,1.8,12.0,2.02,0.07,3.3,49.0,17.9,0.0,1.96,5.0,64.0,2.4,45.0
0.8,0.24,31.0,16.0,14.8,2.0,12.0,2.04,0.09,3.2,39.0,18.2,0.0,1.95,5.0,62.0,2.7,45.0
0.6,0.23,32.0,14.0,13.9,1.6,12.0,2.04,0.08,2.7,50.0,18.3,0.0,1.96,4.0,63.0,2.7,46.0
0.5,0.23,30.0,13.0,15.1,1.7,13.0,2.04,0.07,3.1,51.0,17.8,0.0,1.97,6.0,67.0,2.4,48.0
0.4,0.23,30.0,17.0,13.9,1.3,12.0,2.04,0.08,3.2,45.0,17.5,0.0,1.96,5.0,68.0,2.4,47.0
0.6,0.24,27.0,13.0,16.1,1.3,14.0,2.06,0.1,2.9,51.0,16.7,0.0,1.96,8.0,77.0,2.3,49.0
1.0,0.28,21.0,13.0,20.7,1.4,19.0,2.1,0.12,2.1,48.0,15.8,0.5,1.98,9.0,86.0,2.2,49.0
0.6,0.28,24.0,9.0,16.9,0.8,16.0,2.08,0.09,2.0,52.0,15.7,1.0,1.99,7.0,88.0,1.6,42.0
1.1,0.32,22.0,5.0,17.8,0.8,16.0,2.12,0.13,2.2,51.0,15.6,1.5,1.99,5.0,90.0,1.9,48.0
1.2,0.28,24.0,5.0,15.5,0.8,14.0,2.09,0.1,1.8,59.0,15.6,1.0,1.99,8.0,90.0,1.5,43.0
0.9,0.27,25.0,7.0,15.3,0.6,14.0,2.09,0.09,1.7,54.0,15.8,1.5,2.0,8.0,90.0,1.7,44.0
1.3,0.24,28.0,5.0,13.0,0.6,12.0,2.04,0.06,2.2,46.0,15.9,0.5,1.98,4.0,89.0,1.9,45.0
1.2,0.23,28.0,9.0,11.2,0.5,10.0,2.06,0.08,2.4,37.0,16.0,0.5,1.98,9.0,90.0,2.1,36.0
1.1,0.2,29.0,9.0,10.9,0.6,10.0,2.02,0.06,4.6,30.0,15.7,1.0,1.96,9.0,90.0,2.9,31.0
1.0,0.16,34.0,9.0,7.7,0.3,7.0,1.96,0.02,4.1,34.0,15.4,1.5,1.94,6.0,90.0,3.3,30.0
0.8,0.15,37.0,7.0,4.6,0.0,4.0,1.95,0.02,3.8,37.0,15.2,0.0,1.93,7.0,89.0,3.5,34.0
0.7,0.15,36.0,5.0,5.0,0.2,4.0,1.97,0.01,3.1,38.0,15.4,0.0,1.96,4.0,88.0,2.6,37.0
1.2,0.17,32.0,4.0,6.6,0.3,6.0,2.02,0.06,3.0,43.0,15.5,0.0,1.97,1.0,88.0,2.4,42.0
1.1,0.17,32.0,4.0,7.1,0.4,6.0,2.0,0.04,2.9,39.0,15.8,0.0,1.96,4.0,86.0,2.7,39.0
0.9,0.16,34.0,6.0,6.0,0.3,5.0,1.98,0.03,3.4,39.0,16.0,0.0,1.95,4.0,85.0,2.8,35.0
0.8,0.19,30.0,10.0,8.1,0.5,7.0,2.0,0.04,3.5,24.0,16.2,0.0,1.96,7.0,85.0,3.2,27.0
0.8,0.25,27.0,9.0,12.3,0.8,11.0,2.02,0.07,4.1,35.0,16.4,0.0,1.96,5.0,84.0,3.7,31.0
1.0,0.26,30.0,19.0,13.0,1.3,11.0,2.0,0.06,5.3,44.0,17.1,0.0,1.94,3.0,79.0,3.6,41.0
1.0,0.22,33.0,12.0,10.5,1.3,9.0,1.98,0.05,4.8,39.0,17.5,0.0,1.93,6.0,76.0,4.0,42.0
0.6,0.21,34.0,11.0,10.8,1.9,8.0,1.98,0.05,5.1,54.0,18.1,0.0,1.93,4.0,74.0,3.9,44.0
0.4,0.2,28.0,7.0,9.9,1.7,8.0,1.97,0.04,4.0,54.0,19.3,0.0,1.93,4.0,71.0,3.6,45.0
0.3,0.2,29.0,6.0,10.0,1.5,8.0,1.97,0.04,4.2,55.0,19.0,0.0,1.93,4.0,72.0,3.5,47.0
0.5,0.21,29.0,13.0,11.0,1.4,9.0,1.99,0.06,2.5,45.0,18.8,0.0,1.93,4.0,73.0,2.5,52.0
0.6,0.23,27.0,8.0,13.2,1.2,12.0,2.0,0.07,3.0,47.0,18.5,0.0,1.94,4.0,76.0,2.4,53.0
0.6,0.27,26.0,7.0,13.4,0.7,12.0,2.02,0.07,2.8,49.0,18.3,0.0,1.96,2.0,79.0,2.4,46.0
0.5,0.32,24.0,8.0,14.9,0.6,14.0,2.06,0.09,2.0,42.0,18.4,0.0,1.97,4.0,80.0,2.1,47.0
0.1,0.31,24.0,7.0,14.3,0.5,13.0,2.06,0.07,2.4,49.0,18.6,0.0,1.99,7.0,81.0,1.8,45.0
0.2,0.31,23.0,6.0,15.8,0.6,15.0,2.08,0.09,1.1,27.0,18.5,0.0,1.99,6.0,82.0,1.1,37.0
0.2,0.3,23.0,4.0,20.2,0.5,19.0,2.09,0.1,1.8,32.0,18.2,0.0,1.99,6.0,84.0,1.4,32.0
0.6,0.27,22.0,8.0,19.3,0.5,18.0,2.1,0.11,2.0,25.0,18.2,0.0,1.99,6.0,85.0,1.6,27.0
0.1,0.19,31.0,8.0,8.5,0.5,7.0,1.99,0.05,2.5,26.0,18.2,0.0,1.94,4.0,87.0,2.2,28.0
0.5,0.19,31.0,15.0,7.2,0.3,6.0,2.02,0.05,1.7,55.0,18.2,0.0,1.97,9.0,89.0,1.4,37.0
1.2,0.19,30.0,12.0,8.6,1.0,7.0,2.02,0.05,1.3,35.0,18.4,0.0,1.97,8.0,89.0,1.5,36.0
1.5,0.17,28.0,12.0,8.4,0.6,7.0,2.04,0.04,0.7,39.0,18.5,0.0,2.0,6.0,89.0,0.4,39.0
1.8,0.18,31.0,12.0,7.7,0.6,7.0,2.02,0.05,1.1,37.0,18.6,0.0,1.98,6.0,90.0,1.1,37.0
1.5,0.19,31.0,11.0,7.5,0.8,6.0,2.04,0.04,0.4,37.0,18.7,0.0,2.0,5.0,90.0,0.6,36.0
1.3,0.19,28.0,15.0,9.6,0.6,9.0,2.12,0.06,0.6,53.0,18.7,0.0,2.06,6.0,92.0,0.3,42.0
1.2,0.3,17.0,21.0,17.3,1.6,15.0,2.31,0.12,0.4,132.0,18.6,0.0,2.2,6.0,93.0,0.3,77.0
1.2,0.44,9.0,13.0,33.0,12.3,20.0,2.36,0.14,1.4,41.0,18.3,0.5,2.22,7.0,94.0,0.5,48.0
0.7,0.28,30.0,12.0,10.4,1.0,9.0,2.04,0.06,2.3,35.0,18.1,0.5,1.98,7.0,95.0,1.8,37.0
1.2,0.24,33.0,6.0,9.9,1.1,8.0,2.0,0.05,3.4,30.0,17.6,0.5,1.96,4.0,95.0,2.2,36.0
1.1,0.21,35.0,3.0,8.6,1.0,7.0,2.0,0.07,3.0,30.0,17.6,0.0,1.94,2.0,94.0,2.5,32.0
1.6,0.23,34.0,4.0,10.0,1.0,9.0,2.04,0.09,2.4,28.0,17.8,0.0,1.96,4.0,94.0,2.1,33.0
1.3,0.23,32.0,7.0,11.3,1.1,10.0,2.04,0.09,2.6,31.0,18.1,0.0,1.96,7.0,94.0,2.0,30.0
1.3,0.21,34.0,16.0,10.9,1.2,9.0,2.02,0.07,2.8,36.0,18.5,0.0,1.95,6.0,92.0,2.3,34.0
1.4,0.22,33.0,22.0,11.9,1.3,10.0,2.02,0.07,1.8,33.0,18.8,0.0,1.96,11.0,91.0,1.8,39.0
1.3,0.22,32.0,28.0,12.8,1.1,11.0,2.04,0.08,1.5,38.0,18.9,0.0,1.96,10.0,91.0,1.4,34.0
1.1,0.23,34.0,30.0,10.5,0.8,9.0,2.04,0.07,2.0,32.0,18.8,0.0,1.97,8.0,92.0,1.5,35.0
1.0,0.24,37.0,27.0,8.9,0.7,8.0,2.0,0.06,2.4,40.0,18.8,0.0,1.95,7.0,92.0,2.6,34.0
0.9,0.23,37.0,20.0,7.9,0.6,7.0,2.0,0.07,3.4,34.0,18.4,0.0,1.94,6.0,93.0,2.4,33.0
1.0,0.22,37.0,13.0,7.7,0.7,7.0,2.0,0.06,2.2,26.0,18.3,0.0,1.95,6.0,94.0,2.5,32.0
1.0,0.22,35.0,8.0,8.6,0.6,8.0,2.0,0.06,2.3,37.0,18.2,0.0,1.95,7.0,95.0,2.3,36.0
0.7,0.23,35.0,5.0,8.1,0.8,7.0,2.02,0.08,2.3,36.0,18.0,0.5,1.95,7.0,95.0,1.9,34.0
1.0,0.2,34.0,2.0,8.2,0.6,7.0,2.02,0.06,1.7,33.0,18.0,0.0,1.97,4.0,95.0,1.7,39.0
1.0,0.19,35.0,0.0,6.9,0.5,6.0,2.0,0.05,2.2,38.0,17.9,0.0,1.96,3.0,96.0,1.7,37.0
1.1,0.18,36.0,0.0,6.2,0.6,5.0,2.02,0.06,2.8,38.0,18.0,0.5,1.97,4.0,96.0,2.4,34.0
1.2,0.17,38.0,1.0,4.3,0.8,3.0,1.99,0.03,3.7,35.0,17.8,0.0,1.96,3.0,95.0,2.4,33.0
1.1,0.18,39.0,3.0,3.9,0.4,3.0,1.97,0.02,2.6,31.0,17.5,0.0,1.95,3.0,94.0,2.6,31.0
1.0,0.18,39.0,8.0,3.9,0.4,3.0,1.97,0.03,2.7,56.0,17.3,0.0,1.94,5.0,94.0,2.6,38.0
1.1,0.17,39.0,7.0,3.9,0.5,3.0,1.95,0.01,2.3,42.0,17.5,0.0,1.94,4.0,91.0,2.2,46.0
1.0,0.18,38.0,5.0,4.7,0.5,4.0,1.97,0.03,3.4,35.0,17.7,0.0,1.94,4.0,90.0,2.4,44.0
1.1,0.21,37.0,12.0,5.6,0.6,5.0,1.97,0.02,3.1,29.0,17.7,0.0,1.95,4.0,89.0,2.6,32.0
1.5,0.28,31.0,11.0,10.1,0.9,9.0,2.0,0.05,2.9,48.0,17.9,0.0,1.96,7.0,88.0,2.4,45.0
1.6,0.34,26.0,8.0,14.4,1.3,13.0,2.04,0.08,2.8,35.0,18.2,0.0,1.97,7.0,87.0,2.2,46.0
1.4,0.3,30.0,9.0,15.2,1.6,13.0,2.04,0.08,3.2,39.0,18.6,0.0,1.96,6.0,85.0,2.4,39.0
1.3,0.27,34.0,17.0,11.4,1.3,10.0,2.0,0.06,3.7,32.0,18.8,0.0,1.95,13.0,82.0,3.2,33.0
1.5,0.28,34.0,21.0,13.1,2.3,10.0,2.02,0.07,3.4,33.0,19.4,0.0,1.95,14.0,76.0,3.0,35.0
2.3,0.26,37.0,26.0,11.3,2.1,9.0,2.02,0.07,4.0,24.0,20.1,0.0,1.95,11.0,74.0,2.9,39.0
2.1,0.28,38.0,44.0,11.0,1.2,9.0,2.04,0.08,3.3,32.0,19.3,0.0,1.97,20.0,74.0,2.5,37.0
1.8,0.31,41.0,47.0,11.7,1.6,10.0,2.06,0.09,3.0,37.0,19.2,0.0,1.97,22.0,73.0,3.3,33.0
2.0,0.36,37.0,54.0,16.1,2.0,14.0,2.12,0.12,3.0,50.0,19.2,0.0,2.0,25.0,73.0,2.6,41.0
1.7,0.37,42.0,46.0,15.9,1.4,14.0,2.06,0.08,3.2,48.0,18.5,0.0,1.99,22.0,72.0,3.1,48.0
1.8,0.47,44.0,51.0,15.7,0.9,14.0,2.14,0.12,3.5,49.0,17.8,0.0,2.02,28.0,72.0,2.7,47.0
1.7,0.56,39.0,56.0,16.7,0.7,15.0,2.15,0.12,3.3,36.0,17.2,0.0,2.02,31.0,73.0,2.9,31.0
1.7,0.45,42.0,46.0,12.3,0.4,11.0,2.09,0.09,3.0,61.0,17.0,0.0,2.0,23.0,73.0,2.6,42.0
2.0,0.37,41.0,41.0,11.0,0.5,10.0,2.06,0.08,2.8,50.0,17.0,0.0,1.98,20.0,74.0,2.9,49.0
1.9,0.35,40.0,40.0,11.0,0.7,10.0,2.04,0.07,3.0,37.0,17.0,0.0,1.98,16.0,76.0,2.4,44.0
1.7,0.34,43.0,34.0,7.8,0.4,7.0,2.02,0.04,3.3,55.0,17.1,0.0,1.98,20.0,77.0,2.4,49.0
1.7,0.31,45.0,38.0,6.4,0.5,5.0,2.0,0.04,3.3,44.0,17.2,0.0,1.97,22.0,77.0,2.7,42.0
1.5,0.31,46.0,34.0,5.9,0.5,5.0,2.0,0.04,2.9,48.0,17.1,0.0,1.97,19.0,77.0,2.8,46.0
1.9,0.33,45.0,33.0,6.5,0.6,5.0,2.02,0.04,3.7,37.0,17.1,0.0,1.98,19.0,76.0,2.6,35.0
1.9,0.34,45.0,38.0,6.1,0.5,5.0,2.02,0.03,3.2,34.0,17.0,0.0,1.99,21.0,75.0,3.2,32.0
2.0,0.33,44.0,33.0,5.3,0.4,4.0,2.02,0.03,4.7,26.0,16.9,0.0,1.99,20.0,75.0,3.0,32.0
1.9,0.33,42.0,39.0,5.8,0.4,5.0,2.02,0.03,4.0,41.0,16.9,0.0,1.99,20.0,74.0,3.0,34.0
1.9,0.33,42.0,41.0,5.7,0.5,5.0,2.02,0.03,3.2,38.0,16.9,0.0,2.0,21.0,75.0,2.6,47.0
2.0,0.36,39.0,36.0,8.2,0.5,7.0,2.06,0.05,2.9,40.0,16.7,0.0,2.0,26.0,77.0,2.7,34.0
2.2,0.43,34.0,35.0,12.3,0.8,11.0,2.1,0.08,3.0,46.0,16.8,0.0,2.02,23.0,80.0,2.5,35.0
1.9,0.46,31.0,23.0,16.1,1.4,14.0,2.13,0.1,3.1,36.0,17.3,0.0,2.02,18.0,78.0,2.5,34.0
2.0,0.48,32.0,31.0,17.6,2.2,15.0,2.14,0.12,3.2,48.0,18.1,0.0,2.02,18.0,74.0,2.6,39.0
1.9,0.44,36.0,31.0,16.5,2.1,14.0,2.12,0.1,3.0,35.0,19.1,0.0,2.02,20.0,69.0,2.8,44.0
2.3,0.44,40.0,32.0,14.6,1.8,12.0,2.13,0.1,3.4,27.0,19.5,0.0,2.02,21.0,67.0,2.9,31.0
2.5,0.42,43.0,40.0,13.1,1.4,11.0,2.12,0.09,4.1,44.0,19.5,0.0,2.02,20.0,67.0,3.4,32.0
2.1,0.39,42.0,38.0,13.2,1.6,11.0,2.11,0.07,3.3,49.0,19.6,0.0,2.04,20.0,66.0,3.1,45.0
2.3,0.36,40.0,37.0,13.5,1.4,12.0,2.09,0.08,2.7,45.0,19.5,0.0,2.0,13.0,66.0,2.6,47.0
2.5,0.32,34.0,42.0,14.2,1.3,12.0,2.08,0.09,3.6,28.0,18.6,0.0,1.99,13.0,71.0,2.6,33.0
2.2,0.31,31.0,42.0,16.5,1.1,15.0,2.06,0.09,3.3,34.0,18.0,0.0,1.98,11.0,71.0,2.9,31.0
2.5,0.32,33.0,29.0,16.4,0.8,15.0,2.04,0.07,3.4,36.0,17.5,0.0,1.98,9.0,72.0,2.7,35.0
2.2,0.32,33.0,32.0,14.9,0.6,14.0,2.04,0.07,3.5,37.0,17.2,0.0,1.98,17.0,72.0,2.6,32.0
